Dataset,Node,Twins,Near_Twins
BCSPWR10,161,[],"[(416, 1), (430, 1)]"
BCSPWR10,162,[],"[(421, 1)]"
BCSPWR10,163,[],"[(1538, 1)]"
BCSPWR10,164,[],"[(1782, 1)]"
BCSPWR10,165,[],"[(411, 1)]"
BCSPWR10,168,[],"[(2000, 1)]"
BCSPWR10,172,[],"[(533, 1)]"
BCSPWR10,174,[],"[(926, 1)]"
BCSPWR10,175,[],"[(391, 1)]"
BCSPWR10,177,[],"[(2080, 1)]"
BCSPWR10,178,[],"[(988, 1)]"
BCSPWR10,189,[],"[(254, 1)]"
BCSPWR10,190,[],"[(506, 1)]"
BCSPWR10,191,[],"[(1426, 1)]"
BCSPWR10,192,[],"[(1106, 1), (1104, 1)]"
BCSPWR10,195,[],"[(300, 1)]"
BCSPWR10,196,[],"[(247, 1)]"
BCSPWR10,198,[223],[]
BCSPWR10,199,[],"[(2234, 1), (1132, 1)]"
BCSPWR10,200,[],"[(993, 1)]"
BCSPWR10,201,[],"[(492, 1), (493, 1), (495, 1), (2207, 1)]"
BCSPWR10,202,[147],"[(452, 1), (432, 1)]"
BCSPWR10,204,[],"[(239, 1)]"
BCSPWR10,205,"[97, 143, 152]","[(856, 1)]"
BCSPWR10,206,[207],[]
BCSPWR10,207,[206],[]
BCSPWR10,209,[],"[(1063, 1)]"
BCSPWR10,211,[],"[(2045, 1), (1975, 1), (2269, 1)]"
BCSPWR10,213,[],"[(2058, 1)]"
BCSPWR10,214,[66],"[(1763, 1), (1200, 1)]"
BCSPWR10,221,[],"[(1061, 1)]"
BCSPWR10,223,[198],[]
BCSPWR10,225,[],"[(359, 1)]"
BCSPWR10,226,[],"[(397, 1)]"
BCSPWR10,228,[],"[(1475, 1)]"
BCSPWR10,229,[18],[]
BCSPWR10,231,[16],"[(2074, 1)]"
BCSPWR10,232,[],"[(365, 1), (346, 1)]"
BCSPWR10,233,[19],"[(714, 1)]"
BCSPWR10,234,[],"[(1499, 1)]"
BCSPWR10,239,[],"[(204, 1)]"
BCSPWR10,247,[],"[(196, 1)]"
BCSPWR10,254,[],"[(189, 1)]"
BCSPWR10,270,[],"[(14, 1)]"
BCSPWR10,271,[],"[(44, 1)]"
BCSPWR10,273,[],"[(80, 1)]"
BCSPWR10,278,[],"[(3311, 1)]"
BCSPWR10,280,[],"[(2701, 1)]"
BCSPWR10,291,[],"[(2490, 1)]"
BCSPWR10,292,[2041],"[(2697, 1), (2359, 1)]"
BCSPWR10,300,[],"[(8, 1), (195, 1)]"
BCSPWR10,303,[],"[(2827, 1)]"
BCSPWR10,305,[],"[(113, 1)]"
BCSPWR10,309,[],"[(762, 1)]"
BCSPWR10,312,[],"[(3325, 1)]"
BCSPWR10,315,[],"[(762, 1)]"
BCSPWR10,319,[],"[(2813, 1)]"
BCSPWR10,322,[],"[(65, 1)]"
BCSPWR10,328,[337],[]
BCSPWR10,333,[399],[]
BCSPWR10,337,[328],[]
BCSPWR10,338,[],"[(156, 1)]"
BCSPWR10,345,[],"[(159, 1)]"
BCSPWR10,346,[],"[(232, 1)]"
BCSPWR10,350,[],"[(159, 1)]"
BCSPWR10,356,[],"[(43, 1)]"
BCSPWR10,359,[],"[(43, 1), (225, 1)]"
BCSPWR10,362,[],"[(43, 1)]"
BCSPWR10,365,[],"[(232, 1)]"
BCSPWR10,373,[374],[]
BCSPWR10,374,[373],[]
BCSPWR10,382,[],"[(141, 1)]"
BCSPWR10,384,[],"[(141, 1)]"
BCSPWR10,391,[],"[(175, 1)]"
BCSPWR10,397,[],"[(226, 1)]"
BCSPWR10,399,[333],[]
BCSPWR10,407,[],"[(121, 1)]"
BCSPWR10,408,[],"[(26, 1)]"
BCSPWR10,411,[],"[(165, 1)]"
BCSPWR10,412,[],"[(109, 1), (159, 1)]"
BCSPWR10,414,[],"[(146, 1)]"
BCSPWR10,415,[],"[(153, 1)]"
BCSPWR10,416,[],"[(161, 1)]"
BCSPWR10,421,[],"[(162, 1)]"
BCSPWR10,424,[],"[(428, 1)]"
BCSPWR10,428,[],"[(424, 1)]"
BCSPWR10,430,[],"[(161, 1)]"
BCSPWR10,432,[],"[(147, 1), (202, 1)]"
BCSPWR10,435,[],"[(109, 1)]"
BCSPWR10,440,[],"[(148, 1)]"
BCSPWR10,452,[],"[(147, 1), (202, 1)]"
BCSPWR10,465,[],"[(148, 1)]"
BCSPWR10,468,[],"[(37, 1)]"
BCSPWR10,469,[],"[(25, 1), (3352, 1)]"
BCSPWR10,484,[],"[(1, 1)]"
BCSPWR10,485,[],"[(112, 1)]"
BCSPWR10,492,[],"[(201, 1)]"
BCSPWR10,493,[],"[(201, 1)]"
BCSPWR10,495,[],"[(201, 1)]"
BCSPWR10,506,[],"[(190, 1)]"
BCSPWR10,508,[],"[(3370, 1)]"
BCSPWR10,509,[],"[(1, 1)]"
BCSPWR10,511,[],"[(2235, 1)]"
BCSPWR10,526,[],"[(155, 1)]"
BCSPWR10,533,[],"[(172, 1)]"
BCSPWR10,546,[],"[(2745, 1)]"
BCSPWR10,547,[],"[(155, 1)]"
BCSPWR10,549,[],"[(1210, 1)]"
BCSPWR10,553,[],"[(104, 1)]"
BCSPWR10,561,[],"[(105, 1)]"
BCSPWR10,570,[],"[(104, 1)]"
BCSPWR10,577,[],"[(113, 1)]"
BCSPWR10,580,[],"[(3321, 1)]"
BCSPWR10,581,[],"[(1210, 1)]"
BCSPWR10,586,[],"[(605, 1)]"
BCSPWR10,593,[],"[(2335, 1)]"
BCSPWR10,603,[604],[]
BCSPWR10,604,[603],[]
BCSPWR10,605,[],"[(586, 1)]"
BCSPWR10,638,[],"[(1994, 1)]"
BCSPWR10,663,[664],[]
BCSPWR10,664,[663],[]
BCSPWR10,673,[674],[]
BCSPWR10,674,[673],[]
BCSPWR10,675,[],"[(29, 1)]"
BCSPWR10,676,[],"[(2319, 1)]"
BCSPWR10,677,[],"[(129, 1)]"
BCSPWR10,686,[],"[(695, 1)]"
BCSPWR10,695,[],"[(686, 1)]"
BCSPWR10,696,[],"[(79, 1), (709, 1)]"
BCSPWR10,709,[],"[(696, 1)]"
BCSPWR10,714,[],"[(19, 1), (233, 1)]"
BCSPWR10,716,[],"[(86, 1), (2437, 1)]"
BCSPWR10,720,[],"[(3444, 1)]"
BCSPWR10,737,[764],[]
BCSPWR10,743,[],"[(2415, 1)]"
BCSPWR10,762,[],"[(309, 1), (315, 1)]"
BCSPWR10,764,[737],[]
BCSPWR10,773,[776],[]
BCSPWR10,776,[773],[]
BCSPWR10,779,[1558],[]
BCSPWR10,796,[],"[(87, 1)]"
BCSPWR10,801,[],"[(87, 1)]"
BCSPWR10,812,[814],[]
BCSPWR10,814,[812],[]
BCSPWR10,823,[],"[(2155, 1)]"
BCSPWR10,856,[],"[(97, 1), (143, 1), (152, 1), (205, 1)]"
BCSPWR10,869,[],"[(67, 1), (2702, 1)]"
BCSPWR10,876,[],"[(2501, 1)]"
BCSPWR10,877,[],"[(2492, 1)]"
BCSPWR10,895,[],"[(67, 1)]"
BCSPWR10,899,[],"[(139, 1)]"
BCSPWR10,923,[],"[(90, 1)]"
BCSPWR10,926,[],"[(174, 1)]"
BCSPWR10,932,[],"[(90, 1)]"
BCSPWR10,934,[],"[(4, 1), (2703, 1)]"
BCSPWR10,942,[],"[(90, 1)]"
BCSPWR10,947,[],"[(116, 1)]"
BCSPWR10,949,[],"[(48, 1), (116, 1)]"
BCSPWR10,951,[],"[(48, 1)]"
BCSPWR10,955,[],"[(116, 1)]"
BCSPWR10,959,[],"[(48, 1)]"
BCSPWR10,960,[961],[]
BCSPWR10,961,[960],[]
BCSPWR10,967,[],"[(4188, 1)]"
BCSPWR10,988,[],"[(178, 1)]"
BCSPWR10,993,[],"[(200, 1)]"
BCSPWR10,999,[],"[(118, 1)]"
BCSPWR10,1002,[1055],[]
BCSPWR10,1017,[],"[(3144, 1)]"
BCSPWR10,1055,[1002],[]
BCSPWR10,1061,[],"[(221, 1)]"
BCSPWR10,1063,[],"[(209, 1), (2235, 1)]"
BCSPWR10,1070,[],"[(90, 1)]"
BCSPWR10,1072,[],"[(107, 1)]"
BCSPWR10,1083,[],"[(107, 1), (3200, 1), (3177, 1)]"
BCSPWR10,1085,[],"[(61, 1)]"
BCSPWR10,1089,[],"[(145, 1)]"
BCSPWR10,1091,[],"[(145, 1)]"
BCSPWR10,1092,[],"[(12, 1), (23, 1)]"
BCSPWR10,1093,[],"[(145, 1)]"
BCSPWR10,1099,[],"[(3266, 1)]"
BCSPWR10,1104,[],"[(192, 1)]"
BCSPWR10,1106,[],"[(192, 1)]"
BCSPWR10,1108,[],"[(2632, 1)]"
BCSPWR10,1109,[1116],[]
BCSPWR10,1116,[1109],[]
BCSPWR10,1117,[],"[(1118, 1)]"
BCSPWR10,1118,[],"[(1117, 1)]"
BCSPWR10,1131,[2229],[]
BCSPWR10,1132,[],"[(199, 1)]"
BCSPWR10,1151,[],"[(1161, 1)]"
BCSPWR10,1161,[],"[(1151, 1)]"
BCSPWR10,1167,[],"[(3144, 1)]"
BCSPWR10,1169,[],"[(3103, 1)]"
BCSPWR10,1179,[],"[(3135, 1)]"
BCSPWR10,1196,[],"[(126, 1)]"
BCSPWR10,1197,[],"[(11, 1)]"
BCSPWR10,1200,[1763],"[(66, 1), (214, 1)]"
BCSPWR10,1207,[],"[(56, 1), (126, 1)]"
BCSPWR10,1210,[],"[(549, 1), (581, 1)]"
BCSPWR10,1213,[],"[(132, 1)]"
BCSPWR10,1214,[],"[(132, 1)]"
BCSPWR10,1216,[],"[(132, 1)]"
BCSPWR10,1226,[],"[(2698, 1)]"
BCSPWR10,1227,"[1261, 1355]",[]
BCSPWR10,1237,[],"[(59, 1)]"
BCSPWR10,1240,[],"[(110, 1)]"
BCSPWR10,1244,[],"[(2318, 1)]"
BCSPWR10,1261,"[1227, 1355]",[]
BCSPWR10,1262,[1314],[]
BCSPWR10,1263,[],"[(134, 1)]"
BCSPWR10,1283,[1291],[]
BCSPWR10,1291,[1283],[]
BCSPWR10,1300,[],"[(58, 1)]"
BCSPWR10,1302,[],"[(27, 1)]"
BCSPWR10,1314,[1262],[]
BCSPWR10,1326,[],"[(2154, 1)]"
BCSPWR10,1327,[],"[(2144, 1)]"
BCSPWR10,1328,[],"[(2771, 1)]"
BCSPWR10,1331,[],"[(20, 1)]"
BCSPWR10,1339,[],"[(133, 1)]"
BCSPWR10,1345,[],"[(158, 1)]"
BCSPWR10,1355,"[1227, 1261]",[]
BCSPWR10,1367,[],"[(3000, 1)]"
BCSPWR10,1369,"[1371, 1409]",[]
BCSPWR10,1371,"[1369, 1409]",[]
BCSPWR10,1377,[],"[(1416, 1)]"
BCSPWR10,1381,[1398],[]
BCSPWR10,1396,[],"[(2815, 1)]"
BCSPWR10,1398,[1381],[]
BCSPWR10,1409,"[1369, 1371]",[]
BCSPWR10,1416,[],"[(1377, 1)]"
BCSPWR10,1426,[],"[(191, 1)]"
BCSPWR10,1428,[],"[(2831, 1)]"
BCSPWR10,1440,[],"[(115, 1)]"
BCSPWR10,1446,[],"[(158, 1)]"
BCSPWR10,1448,[1472],"[(119, 1)]"
BCSPWR10,1452,[],"[(68, 1)]"
BCSPWR10,1472,[1448],"[(119, 1)]"
BCSPWR10,1473,[],"[(37, 1)]"
BCSPWR10,1474,[],"[(2525, 1)]"
BCSPWR10,1475,[],"[(228, 1)]"
BCSPWR10,1493,[1494],[]
BCSPWR10,1494,[1493],[]
BCSPWR10,1499,[],"[(234, 1)]"
BCSPWR10,1501,[],"[(21, 1)]"
BCSPWR10,1524,[],"[(2470, 1)]"
BCSPWR10,1538,[],"[(139, 1), (163, 1)]"
BCSPWR10,1542,[],"[(21, 1)]"
BCSPWR10,1545,[],"[(139, 1)]"
BCSPWR10,1546,[],"[(87, 1)]"
BCSPWR10,1554,[],"[(3146, 1)]"
BCSPWR10,1558,[779],[]
BCSPWR10,1590,[],"[(68, 1)]"
BCSPWR10,1603,[],"[(3283, 1)]"
BCSPWR10,1605,[],"[(135, 1)]"
BCSPWR10,1610,[],"[(2409, 1)]"
BCSPWR10,1611,[],"[(3284, 1)]"
BCSPWR10,1615,[],"[(1697, 1)]"
BCSPWR10,1623,[],"[(149, 1)]"
BCSPWR10,1633,[],"[(87, 1)]"
BCSPWR10,1641,[],"[(3009, 1)]"
BCSPWR10,1654,[],"[(21, 1)]"
BCSPWR10,1661,[],"[(2419, 1)]"
BCSPWR10,1668,[],"[(49, 1)]"
BCSPWR10,1687,[],"[(2972, 1)]"
BCSPWR10,1696,[],"[(115, 1)]"
BCSPWR10,1697,[],"[(1615, 1)]"
BCSPWR10,1704,[1705],[]
BCSPWR10,1705,[1704],[]
BCSPWR10,1709,[],"[(3227, 1)]"
BCSPWR10,1712,[],"[(2399, 1)]"
BCSPWR10,1718,[],"[(2308, 1)]"
BCSPWR10,1733,[],"[(120, 1)]"
BCSPWR10,1737,[],"[(120, 1)]"
BCSPWR10,1738,[],"[(3768, 1)]"
BCSPWR10,1742,[],"[(3468, 1)]"
BCSPWR10,1744,[],"[(120, 1)]"
BCSPWR10,1755,[],"[(3126, 1)]"
BCSPWR10,1759,[],"[(2911, 1)]"
BCSPWR10,1763,[1200],"[(66, 1), (214, 1)]"
BCSPWR10,1782,[],"[(27, 1), (164, 1)]"
BCSPWR10,1783,[1784],[]
BCSPWR10,1784,[1783],[]
BCSPWR10,1785,[],"[(2795, 1)]"
BCSPWR10,1786,[],"[(123, 1), (150, 1)]"
BCSPWR10,1792,[],"[(120, 1)]"
BCSPWR10,1793,[],"[(27, 1)]"
BCSPWR10,1803,[],"[(55, 1)]"
BCSPWR10,1804,[],"[(2310, 1)]"
BCSPWR10,1826,[],"[(3716, 1)]"
BCSPWR10,1827,[],"[(2242, 1)]"
BCSPWR10,1828,"[1838, 1894]",[]
BCSPWR10,1835,[1880],[]
BCSPWR10,1838,"[1828, 1894]",[]
BCSPWR10,1840,[1906],[]
BCSPWR10,1864,[1964],[]
BCSPWR10,1878,[],"[(3835, 1)]"
BCSPWR10,1880,[1835],[]
BCSPWR10,1894,"[1828, 1838]",[]
BCSPWR10,1899,[1962],[]
BCSPWR10,1900,[],"[(2284, 1)]"
BCSPWR10,1906,[1840],[]
BCSPWR10,1922,[1985],[]
BCSPWR10,1932,[],"[(1933, 1)]"
BCSPWR10,1933,[],"[(1932, 1)]"
BCSPWR10,1937,[1970],[]
BCSPWR10,1944,[],"[(2589, 1)]"
BCSPWR10,1962,[1899],[]
BCSPWR10,1964,[1864],[]
BCSPWR10,1970,[1937],[]
BCSPWR10,1971,[],"[(2589, 1)]"
BCSPWR10,1975,[],"[(211, 1)]"
BCSPWR10,1978,[],"[(2836, 1)]"
BCSPWR10,1985,[1922],[]
BCSPWR10,1994,[],"[(638, 1)]"
BCSPWR10,2000,[],"[(168, 1)]"
BCSPWR10,2013,[],"[(3251, 1)]"
BCSPWR10,2025,[2034],[]
BCSPWR10,2034,[2025],[]
BCSPWR10,2041,[292],"[(2697, 1), (2359, 1)]"
BCSPWR10,2042,[2067],[]
BCSPWR10,2045,[],"[(211, 1)]"
BCSPWR10,2055,[2078],[]
BCSPWR10,2058,[],"[(213, 1)]"
BCSPWR10,2067,[2042],[]
BCSPWR10,2072,[],"[(90, 1)]"
BCSPWR10,2074,[],"[(16, 1), (231, 1)]"
BCSPWR10,2078,[2055],[]
BCSPWR10,2080,[],"[(177, 1)]"
BCSPWR10,2109,[],"[(73, 1)]"
BCSPWR10,2144,[],"[(1327, 1)]"
BCSPWR10,2154,[],"[(1326, 1)]"
BCSPWR10,2155,[],"[(823, 1)]"
BCSPWR10,2198,[],"[(120, 1)]"
BCSPWR10,2206,[],"[(124, 1)]"
BCSPWR10,2207,[],"[(201, 1)]"
BCSPWR10,2229,[1131],[]
BCSPWR10,2234,[],"[(199, 1)]"
BCSPWR10,2235,[],"[(511, 1), (1063, 1)]"
BCSPWR10,2242,[],"[(1827, 1)]"
BCSPWR10,2256,[],"[(27, 1)]"
BCSPWR10,2269,[],"[(211, 1)]"
BCSPWR10,2271,[],"[(2279, 1)]"
BCSPWR10,2279,[],"[(2271, 1)]"
BCSPWR10,2284,[],"[(1900, 1)]"
BCSPWR10,2308,[],"[(1718, 1)]"
BCSPWR10,2310,[],"[(1804, 1)]"
BCSPWR10,2318,[],"[(1244, 1)]"
BCSPWR10,2319,[],"[(676, 1)]"
BCSPWR10,2335,[],"[(593, 1)]"
BCSPWR10,2359,[],"[(292, 1), (2041, 1)]"
BCSPWR10,2385,[2387],[]
BCSPWR10,2387,[2385],[]
BCSPWR10,2397,[3454],[]
BCSPWR10,2399,[],"[(1712, 1)]"
BCSPWR10,2409,[],"[(1610, 1)]"
BCSPWR10,2415,[],"[(743, 1)]"
BCSPWR10,2419,[],"[(1661, 1)]"
BCSPWR10,2437,[],"[(716, 1)]"
BCSPWR10,2444,[2445],[]
BCSPWR10,2445,[2444],[]
BCSPWR10,2470,[],"[(1524, 1)]"
BCSPWR10,2490,[],"[(291, 1)]"
BCSPWR10,2492,[],"[(877, 1)]"
BCSPWR10,2494,[],"[(3581, 1)]"
BCSPWR10,2501,[],"[(876, 1)]"
BCSPWR10,2525,[],"[(1474, 1)]"
BCSPWR10,2589,[],"[(1944, 1), (1971, 1)]"
BCSPWR10,2632,[],"[(1108, 1)]"
BCSPWR10,2660,[2661],[]
BCSPWR10,2661,[2660],[]
BCSPWR10,2686,[2687],[]
BCSPWR10,2687,[2686],[]
BCSPWR10,2697,[],"[(292, 1), (2041, 1)]"
BCSPWR10,2698,[],"[(1226, 1)]"
BCSPWR10,2701,[],"[(280, 1)]"
BCSPWR10,2702,[],"[(869, 1)]"
BCSPWR10,2703,[],"[(934, 1)]"
BCSPWR10,2706,[2707],[]
BCSPWR10,2707,[2706],[]
BCSPWR10,2745,[],"[(546, 1)]"
BCSPWR10,2771,[],"[(1328, 1)]"
BCSPWR10,2795,[],"[(1785, 1)]"
BCSPWR10,2813,[],"[(319, 1)]"
BCSPWR10,2814,[3465],[]
BCSPWR10,2815,[],"[(1396, 1)]"
BCSPWR10,2827,[],"[(303, 1)]"
BCSPWR10,2831,[],"[(1428, 1)]"
BCSPWR10,2836,[],"[(1978, 1)]"
BCSPWR10,2873,[2874],[]
BCSPWR10,2874,[2873],[]
BCSPWR10,2911,[],"[(1759, 1)]"
BCSPWR10,2971,[],"[(3581, 1)]"
BCSPWR10,2972,[],"[(1687, 1)]"
BCSPWR10,3000,[],"[(1367, 1)]"
BCSPWR10,3005,[3210],[]
BCSPWR10,3009,[],"[(1641, 1)]"
BCSPWR10,3032,[3033],[]
BCSPWR10,3033,[3032],[]
BCSPWR10,3043,[3048],[]
BCSPWR10,3048,[3043],[]
BCSPWR10,3103,[],"[(1169, 1)]"
BCSPWR10,3114,[3115],[]
BCSPWR10,3115,[3114],[]
BCSPWR10,3126,[],"[(1755, 1)]"
BCSPWR10,3135,[],"[(1179, 1)]"
BCSPWR10,3139,[],"[(3758, 1), (3861, 1)]"
BCSPWR10,3144,[],"[(1017, 1), (1167, 1)]"
BCSPWR10,3146,[],"[(1554, 1)]"
BCSPWR10,3166,[3167],[]
BCSPWR10,3167,[3166],[]
BCSPWR10,3177,[],"[(1083, 1)]"
BCSPWR10,3194,[3195],[]
BCSPWR10,3195,[3194],[]
BCSPWR10,3196,[3197],[]
BCSPWR10,3197,[3196],[]
BCSPWR10,3200,[],"[(1083, 1)]"
BCSPWR10,3210,[3005],[]
BCSPWR10,3225,[3226],[]
BCSPWR10,3226,[3225],[]
BCSPWR10,3227,[],"[(1709, 1)]"
BCSPWR10,3251,[],"[(2013, 1)]"
BCSPWR10,3266,[],"[(1099, 1)]"
BCSPWR10,3283,[],"[(1603, 1)]"
BCSPWR10,3284,[],"[(1611, 1)]"
BCSPWR10,3311,[],"[(278, 1)]"
BCSPWR10,3321,[],"[(580, 1)]"
BCSPWR10,3325,[],"[(312, 1)]"
BCSPWR10,3352,[],"[(469, 1)]"
BCSPWR10,3359,[3360],[]
BCSPWR10,3360,[3359],[]
BCSPWR10,3361,[3412],[]
BCSPWR10,3370,[],"[(508, 1)]"
BCSPWR10,3412,[3361],[]
BCSPWR10,3444,[],"[(720, 1)]"
BCSPWR10,3454,[2397],[]
BCSPWR10,3465,[2814],[]
BCSPWR10,3468,[],"[(1742, 1)]"
BCSPWR10,3514,[],"[(3525, 1)]"
BCSPWR10,3525,[],"[(3514, 1)]"
BCSPWR10,3581,[],"[(2494, 1), (2971, 1)]"
BCSPWR10,3584,[3585],[]
BCSPWR10,3585,[3584],[]
BCSPWR10,3590,[3591],[]
BCSPWR10,3591,[3590],[]
BCSPWR10,3639,[3640],[]
BCSPWR10,3640,[3639],[]
BCSPWR10,3716,[],"[(1826, 1)]"
BCSPWR10,3758,[3861],"[(3139, 1)]"
BCSPWR10,3768,[],"[(1738, 1)]"
BCSPWR10,3835,[],"[(1878, 1)]"
BCSPWR10,3861,[3758],"[(3139, 1)]"
BCSPWR10,3961,[3962],[]
BCSPWR10,3962,[3961],[]
BCSPWR10,4188,[],"[(967, 1)]"
BCSPWR10,4293,[],"[(4697, 1)]"
BCSPWR10,4697,[],"[(4293, 1)]"
